price.symbol,shortName,longBusinessSummary,sector,industry,beta,marketCap,OCY Margin,priceToSalesTrailing12Months,revenueGrowth,Revenue Multiplier,Revenu M nOrmalised,52WeekChange,currentPrice,mostRecentQuarter,trailingAnnualDividendYield,payoutRatio,exDividendDate,heldPercentInsiders,heldPercentInstitutions,country,Employees,EarningsGrowth,EVEBITDA,Floatshares,ForwardEps,PricetoBook,ProfitMargin,SharesOutstaning,TrailingEPs,CurrentPrice2,DebttoEquity,FreeCashflow,GrossMargin,OperatingCashflow,OperatingMargin,ProfitMargin3,QuickRatio,ROA,Revenuepershare,TotalCash,TotalDebt,totalRevenue,Fiftytwoweekhigh,Fiftytwoweeklow,priceToSalesTrailing12Months4,AnnualDividednYield,TrailingPE,City,Country5,Earningdateexpected,targetMeanPrice,targetHighPrice,totalRevenue_raw,marketCap_raw,revenueperemp,Operating Income
SSB,South State Corporation,"South State Corporation operates as the bank holding company for South State Bank that provides a range of banking services and products. The company accepts checking accounts, savings deposits, interest-bearing transaction accounts, certificates of deposits, and other time deposits. It also offers commercial real estate loans, residential real estate loans, commercial, and industrial loans, as well as consumer loans, including auto, boat, and personal installment loans. In addition, the company provides treasury management services, merchant services, debit card products, automated clearing house services, lock-box services, remote deposit capture services, and other treasury services. As of December 31, 2020, it served customers through 285 branches in Florida, South Carolina, Alabama, Georgia, North Carolina, and Virginia. The company was formerly known as First Financial Holdings, Inc. and changed its name to South State Corporation in July 2013. South State Corporation was founded in 1933 and is headquartered in Columbia, South Carolina.",Financial Services,Banks—Regional,1.074756,6.514,59.55%,7.22,116.80%,69.56%,9.63%,,91.7,31-12-2020,2.08%,85.84%,11-02-2021,1.54%,77.99%,United States,5184,75.70%,,70.07M,5.87,1.4,13.38%,71.03M,2.19,91.7,,,0.00%,536942976,25.64%,13.38%,,0.45%,16.47,4770328064,2096691968,901616000,93.26,40.42,7.224471,2.08%,41.87,Columbia,United States,"[{'raw': 1618963200, 'fmt': '2021-04-21'}, {'raw': 1619395200, 'fmt': '2021-04-26'}]",83.5,97,901616000,6513698816,173922.8395,231174342.4
VST,Vistra Corp.,"Vistra Corp., together with its subsidiaries, engages in the electricity business in the United States. It operates through six segments: Retail, Texas, East, West, Sunset, and Asset Closure. The company retails electricity and natural gas to residential, commercial, and industrial customers across 20 states in the United States and the District of Columbia. It is also involved in the electricity generation, wholesale energy sales and purchases, commodity risk management, fuel production, and fuel logistics management activities. The company serves approximately 4.5 million residential, commercial, and industrial customers. It has a generation capacity of approximately 38,700 megawatts with a portfolio of natural gas, nuclear, coal, solar, and battery energy storage facilities. The company was formerly known as Vistra Energy Corp. and changed its name to Vistra Corp. in July 2020. Vistra Corp. was founded in 1882 and is based in Irving, Texas.",Utilities,Utilities—Independent Power Producers,0.885391,8.900,29.16%,0.78,-11.70%,-3.41%,-4.37%,,18.4,31-12-2020,2.87%,41.54%,16-03-2021,0.26%,93.43%,United States,5365,,4.82,481.17M,1.79,1.08,5.56%,489.13M,1.3,18.4,123.14,1081874944,40.61%,3336999936,16.34%,5.56%,0.56,4.51%,23.42,425000000,10296000512,11443000320,24.2,11.3,0.7778008,2.87%,14.15,Irving,United States,"[{'raw': 1620000000, 'fmt': '2021-05-03'}, {'raw': 1620345600, 'fmt': '2021-05-07'}]",25.18,34,11443000320,8900374528,2132898.475,1869786252
RE,"Everest Re Group, Ltd.","Everest Re Group, Ltd., through its subsidiaries, provides reinsurance and insurance products in the United States, Bermuda, and internationally. The company operates through Reinsurance Operations and Insurance Operations segments. The Reinsurance Operations segment writes property and casualty reinsurance; and specialty lines of business through reinsurance brokers, as well as directly with ceding companies in the United States, Bermuda, Ireland, Canada, Singapore, and the United Kingdom. The Insurance Operations segment writes property and casualty insurance directly, as well as through brokers, surplus lines brokers, and general agents in the United States, Canada, Europe, Ireland, and Switzerland. The company also provides treaty and facultative reinsurance products; admitted and non-admitted insurance products; and property and casualty reinsurance and insurance coverages, including marine, aviation, surety, errors and omissions liability, directors' and officers' liability, medical malpractice, mortgage reinsurance, other specialty lines, accident and health, and workers' compensation products. In addition, it offers commercial property and casualty insurance products through wholesale and retail brokers, surplus lines brokers, and program administrators. Everest Re Group, Ltd. was founded in 1973 and is headquartered in Hamilton, Bermuda.",Financial Services,Insurance—Reinsurance,0.633802,10.111,29.92%,1.05,28.60%,8.56%,8.15%,,252.82,31-12-2020,2.49%,48.51%,16-03-2021,1.79%,101.17%,Bermuda,1746,-70.80%,,39.23M,28.9,1.04,5.35%,39.99M,12.78,252.82,21.34,4808140800,6.98%,2873579008,6.55%,5.35%,0.5,1.31%,242.22,1936600960,2075683968,9605413888,254.17,157.32,1.0526044,2.49%,19.78,Hamilton,Bermuda,"[{'raw': 1620086400, 'fmt': '2021-05-04'}, {'raw': 1620604800, 'fmt': '2021-05-10'}]",271.89,308,9605413888,10110701568,5501382.525,629154609.7
RBLX,Roblox Corporation Class A Comm,"Roblox Corporation develops and operates an online entertainment platform. It offers Roblox Client, an application that allows users to explore 3D digital worlds; and Roblox Studio, a toolset that allows developers and creators to build, publish, and operate 3D experiences and other content. The company also provides Roblox Cloud, a solution that provides services and infrastructure to power the human co-experience platform. It serves customers in the United States, Canada, Europe, the Asia-Pacific, and internationally. Roblox Corporation was incorporated in 2004 and is based in San Mateo, California.",Communication Services,Electronic Gaming & Multimedia,,38.373,56.75%,41.53,111.50%,63.28%,1.52%,,69.7,31-12-2020,,0.00%,,,,United States,960,,-60.74,90.89M,,,-27.41%,493.25M,,69.7,,259450368,9.85%,524340000,-28.81%,-27.41%,0.93,-12.76%,5.07,893942976,0,923884992,77.78,60.5,41.534,,,San Mateo,United States,,,,923884992,38372638720,962380.2,-266171266.2
ETSY,"Etsy, Inc.","Etsy, Inc. operates two-sided online marketplaces that connect buyers and sellers primarily in the United States, the United Kingdom, Germany, Canada, Australia, France, and India. Its online market places include Etsy.com and Reverb.com. The company offers approximately 85 million items in its various retail categories to buyers. It also provides various seller services, including Etsy Payments, a payment processing service; Etsy Ads, an advertising platform; and Etsy Shipping Labels, which allows sellers in the United States, Canada, the United Kingdom, and Australia to purchase discounted shipping labels. In addition, the company offers various seller tools, including Shop Manager dashboard, a centralized hub for Etsy sellers to track orders, manage inventory, view metrics and statistics, and have conversations with their customers; Targeted Offers, a sales, promotion, and social media tool; educational resources, such as blog posts and video tutorials; Etsy Seller Handbook; and Etsy Teams, a platform to build personal relationships with other Etsy sellers. Etsy, Inc. was founded in 2005 and is headquartered in Brooklyn, New York.",Consumer Cyclical,Internet Retail,1.617551,27.874,39.35%,16.15,128.70%,50.64%,3.14%,,221.14,31-12-2020,,0.00%,,0.65%,90.94%,United States,1414,374.70%,60.59,125.23M,3.8,37.48,20.24%,126.09M,2.69,221.14,153.22,501646496,73.07%,678956032,24.68%,20.24%,3.72,13.49%,14.23,1669218048,1137533056,1725624960,251.86,29.95,16.153265,,82.18,Brooklyn,United States,"[{'raw': 1620086400, 'fmt': '2021-05-04'}, {'raw': 1620604800, 'fmt': '2021-05-10'}]",229.87,270,1725624960,27874476032,1220385.403,425884240.1
COF,Capital One Financial Corporati,"Capital One Financial Corporation operates as the financial services holding company for the Capital One Bank (USA), National Association; and Capital One, National Association, which provides various financial products and services in the United States, Canada, and the United Kingdom. It operates through three segments: Credit Card, Consumer Banking, and Commercial Banking. The company accepts checking accounts, money market deposits, negotiable order of withdrawals, savings deposits, and time deposits. Its loan products include credit card loans; auto and retail banking loans; and commercial and multifamily real estate, and commercial and industrial loans. The company also offers credit and debit card products; online direct banking services; and treasury management and depository services. It serves consumers, small businesses, and commercial clients through digital channels, branches, cafÃ©s, and other distribution channels located in New York, Louisiana, Texas, Maryland, Virginia, New Jersey, and California. Capital One Financial Corporation was founded in 1988 and is headquartered in McLean, Virginia.",Financial Services,Credit Services,1.72806,60.872,91.46%,3.33,26.10%,23.87%,7.17%,,132.55,31-12-2020,0.76%,19.27%,16-02-2021,0.89%,92.27%,United States,51985,118.20%,,454.79M,13.82,1.1,14.86%,459.24M,5.18,132.55,,,0.00%,16698999808,20.80%,14.86%,,0.67%,39.88,42775998464,43006001152,18258999296,134.7,38,3.3338008,0.76%,25.57,McLean,United States,"[{'raw': 1618963200, 'fmt': '2021-04-21'}, {'raw': 1619395200, 'fmt': '2021-04-26'}]",132.27,163,18258999296,60871864320,351235.9199,3797871854
F,Ford Motor Company,"Ford Motor Company designs, manufactures, markets, and services a range of Ford trucks, cars, sport utility vehicles, electrified vehicles, and Lincoln luxury vehicles worldwide. It operates through three segments: Automotive, Mobility, and Ford Credit. The Automotive segment sells Ford and Lincoln vehicles, service parts, and accessories through distributors and dealers, as well as through dealerships to commercial fleet customers, daily rental car companies, and governments. The Mobility segment designs and builds mobility services; and provides self-driving systems development services. The Ford Credit segment primarily engages in vehicle-related financing and leasing activities to and through automotive dealers. It provides retail installment sale contracts for new and used vehicles; and direct financing leases for new vehicles to retail and commercial customers, such as leasing companies, government entities, daily rental companies, and fleet customers. This segment also offers wholesale loans to dealers to finance the purchase of vehicle inventory; and loans to dealers to finance working capital and enhance dealership facilities, purchase dealership real estate, and other dealer vehicle programs. The company was founded in 1903 and is based in Dearborn, Michigan.",Consumer Cyclical,Auto Manufacturers,1.208559,53.195,19.09%,0.42,-9.50%,-1.81%,-4.32%,,13.37,31-12-2020,1.17%,,29-01-2020,0.19%,52.10%,United States,186000,,38.6,3.9B,1.55,1.73,-1.01%,3.91B,-0.32,13.37,529.03,4243500032,4.82%,24269000704,-1.97%,-1.01%,1.05,-0.60%,32,30752000000,1.62998E+11,1.27144E+11,13.43,3.96,0.41838452,1.17%,,Dearborn,United States,"[{'raw': 1619395200, 'fmt': '2021-04-26'}, {'raw': 1619740800, 'fmt': '2021-04-30'}]",11.43,14,1.27144E+11,53195083776,683569.9007,-2504736830
ALLY,Ally Financial Inc.,"Ally Financial Inc., a bank holding company, provides various digital financial products and services to consumer, commercial, and corporate customers primarily in the United States and Canada. It operates through four segments: Automotive Finance Operations, Insurance Operations, Mortgage Finance Operations, and Corporate Finance Operations. The Automotive Finance Operations segment offers automotive financing services, including providing retail installment sales contracts, loans and operating leases, term loans, financing dealer floorplans, warehouse lines to automotive retailers, and fleet financing. It also provides financing services to companies and municipalities for the purchase or lease of vehicles, and vehicle-remarketing services. The Insurance Operations segment offers consumer finance protection and insurance products through the automotive dealer channel, and commercial insurance products directly to dealers. This segment provides vehicle service and maintenance contract, and guaranteed asset protection products; and underwrites commercial insurance coverages, which primarily insure dealers' vehicle inventory. The Mortgage Finance Operations segment manages held-for-investment consumer mortgage loan portfolio that includes bulk purchases of jumbo and low-to-moderate income mortgage loans originated by third parties, as well as direct-to-consumer mortgage offerings. The Corporate Finance Operations segment provides senior secured leveraged cash flow and asset-based loans to middle market companies; leveraged loans; and commercial real estate product to serve companies in the healthcare industry. The company, through its subsidiary, Ally Bank, also offers commercial banking products and services. In addition, it provides securities brokerage and investment advisory services. The company was formerly known as GMAC Inc. and changed its name to Ally Financial Inc. in May 2010. Ally Financial Inc. was founded in 1919 and is based in Detroit, Michigan.",Financial Services,Credit Services,1.558504,17.051,60.31%,2.75,32.30%,19.48%,7.08%,,45.59,31-12-2020,1.67%,26.39%,29-01-2021,0.67%,97.51%,United States,9500,81.70%,,372.22M,5.47,1.16,17.50%,374.01M,2.88,45.59,,,0.00%,3739000064,25.26%,17.50%,,0.60%,16.51,15637999616,24362000384,6200000000,46.4,10.22,2.7501945,1.67%,15.85,Detroit,United States,"[{'raw': 1618790400, 'fmt': '2021-04-19'}, {'raw': 1619136000, 'fmt': '2021-04-23'}]",49.66,58,6200000000,17051206656,652631.5789,1566120000
ACGL,Arch Capital Group Ltd.,"Arch Capital Group Ltd., together with its subsidiaries, provides insurance, reinsurance, and mortgage insurance products worldwide. The company's Insurance segment offers primary and excess casualty coverages; loss sensitive primary casualty insurance programs; collateral protection, debt cancellation, and service contract reimbursement products; directors' and officers' liability, errors and omissions liability, employment practices and fiduciary liability, crime, professional indemnity, and other financial related coverages; medical professional and general liability insurance coverages; and workers' compensation and umbrella liability, as well as commercial automobile, and inland marine products. It also provides property, energy, marine, and aviation insurance; travel insurance; accident, disability, and medical plan insurance coverages; captive insurance programs; employer's liability; and contract and commercial surety coverages. This segment markets its products through a group of licensed independent retail and wholesale brokers. Its Reinsurance segment provides reinsurance for third party liability and workers' compensation exposures; marine and aviation reinsurance; surety, accident and health, workers' compensation catastrophe, agriculture, trade credit, and political risk products; reinsurance protection for catastrophic losses, and personal lines and commercial property exposures; life reinsurance; casualty clash; and risk management solutions. This segment markets its reinsurance products through brokers. The company's Mortgage segment offers direct mortgage insurance and mortgage reinsurance. The company was founded in 1995 and is based in Pembroke, Bermuda.",Financial Services,Insurance—Diversified,0.847778,15.161,33.86%,1.78,36.90%,12.49%,7.02%,,37.62,31-12-2020,,0.00%,,2.93%,89.72%,Bermuda,4500,66.50%,8.65,354.91M,3.67,1.24,16.49%,406.72M,3.32,37.62,24.71,4110459392,33.21%,2886504960,21.33%,16.49%,0.75,2.80%,21.15,3888378112,3455920128,8525275136,37.67,20.93,1.7784088,,11.33,Pembroke,Bermuda,"[{'raw': 1620000000, 'fmt': '2021-05-03'}, {'raw': 1620345600, 'fmt': '2021-05-07'}]",43.4,49,8525275136,15161423872,1894505.586,1818441187
LHX,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc., an aerospace and defense technology company, provides mission-critical solutions for government and commercial customers worldwide. The company's Integrated Mission Systems segment provides multi-mission intelligence, surveillance, and reconnaissance (ISR) systems; and communication systems, as well as fleet management support, sensor development, modifications, and periodic depot maintenance services for ISR and airborne missions. It also manufactures and integrates maritime integrated command, control, communications, computers, and cyber ISR systems for maritime platforms; unmanned surface and undersea autonomous solutions; power and ship control systems; and other electronic and electrical products and systems, as well as designs and manufactures electro-optical and infrared sensors and surveillance, and targeting systems. Its Space and Airborne Systems segment offers space payloads, sensors, and full-mission solutions; classified intelligence and cyber defense solutions; mission avionics; and electronic warfare systems. The company's Communication Systems segment provides tactical radio communications, SATCOM terminals, and battlefield management networks; broadband secured mobile networked communication equipment, including airborne, space, and surface data link terminals, as well as ground stations and transportable tactical SATCOM systems; helmet and weapon mounted integrated night vision systems; and radios, systems applications, and equipment for public safety and professional communications. Its Aviation Systems segment offers defense aviation products; commercial aviation products; commercial and military training solutions; and mission networks solutions for air traffic management. The company was formerly known as Harris Corporation and changed its name to L3Harris Technologies, Inc. in June 2019. L3Harris Technologies, Inc. was founded in 1895 and is headquartered in Melbourne, Florida.",Industrials,Aerospace & Defense,0.746466,39.473,15.33%,2.17,-55.60%,-8.53%,-3.93%,,192.02,01-01-2021,1.59%,65.51%,11-03-2021,0.50%,82.49%,United States,48000,-72.60%,12.85,204.34M,13.22,1.86,6.15%,205.57M,7.35,192.02,37.27,2991875072,29.34%,2790000128,14.03%,6.15%,1.26,4.24%,85.02,1276000000,7768000000,18193999872,209.77,142.01,2.1695495,1.59%,26.12,Melbourne,United States,"[{'raw': 1620000000, 'fmt': '2021-05-03'}, {'raw': 1620345600, 'fmt': '2021-05-07'}]",224.28,260,18193999872,39472783360,379041.664,2552618182
ACHC,"Acadia Healthcare Company, Inc.","Acadia Healthcare Company, Inc. develops and operates inpatient psychiatric facilities, residential treatment centers, group homes, substance abuse facilities, and outpatient behavioral healthcare facilities to serve the behavioral health and recovery needs of communities in the United States, the United Kingdom, and Puerto Rico. The company operates acute inpatient psychiatric facilities, which cares to stabilize patients that are either threat to themselves or others by hourly observation, daily intervention, and monitoring by psychiatrists; and specialty treatment facilities, including residential recovery and eating disorder facilities, and comprehensive treatment centers that provide continuum care for adults with addictive disorders and co-occurring mental disorders. It also provides residential treatment centers, which treat patients with behavioral disorders in a non-hospital setting, including outdoor programs; and outpatient community-based services, such as community-based programs that are designed to offer therapeutic treatment to children and adolescents who have a clinically-defined emotional, psychiatric, or chemical dependency disorders. In addition, the company provides mental health rehabilitation services comprising relapse prevention and social integration services, as well as vocational opportunities; acute services for patients at risk to themselves or others, as well as crisis intervention and treatment of behavioral emergencies; and long-term and non-acute care services for adults suffering from mental illness, addiction, learning disability, or brain injury. Further, it provides education and children's services for children and young people with special educational needs; adult care services; and care first services for employees. As of December 31, 2019, the company operated a network of 585 behavioral healthcare facilities with 18,200 beds. The company was founded in 2005 and is headquartered in Franklin, Tennessee.",Healthcare,Medical Care Facilities,1.520585,5.317,31.52%,2.54,-30.60%,-9.65%,-3.80%,,59.72,31-12-2020,,0.00%,,1.50%,106.38%,United States,28600,,19.3,87.4M,2.72,2.77,-32.16%,89.04M,-7.59,59.72,167.2,-973474752,40.58%,658806976,15.92%,-32.16%,0.52,3.11%,23.78,378696992,3268303104,2089928960,59.82,11.09,2.5443273,,,Franklin,United States,"[{'raw': 1620000000, 'fmt': '2021-05-03'}, {'raw': 1620345600, 'fmt': '2021-05-07'}]",59.75,68,2089928960,5317463040,73074.43916,332716690.4
OPEN,Opendoor Technologies Inc,"Opendoor Technologies Inc. operates a digital platform for residential real estate in the United States. Its platform enables consumers to buy and sell a home online. The company was incorporated in 2013 and is based in Tempe, Arizona.",Real Estate,Real Estate Services,,15.614,26.40%,6.04,-80.20%,-21.17%,-3.51%,,27.05,31-12-2020,,0.00%,,21.22%,31.02%,United States,1048,,-125.17,356.84M,,,-11.10%,577.23M,,27.05,34.32,976834880,8.58%,681910976,-6.04%,-11.10%,3.71,-4.43%,23.63,1460301952,549129984,2583120896,39.24,10.55,6.044633,,,Tempe,United States,[],35.5,42,2583120896,15614017536,2464810.015,-156020502.1
PVH,PVH Corp.,"PVH Corp. operates as an apparel company in the United States and internationally. The company operates through six segments: Tommy Hilfiger North America, Tommy Hilfiger International, Calvin Klein North America, Calvin Klein International, Heritage Brands Wholesale, and Heritage Brands Retail. It designs, markets, and retails men's and women's apparel and accessories, including branded dress shirts, neckwear, sportswear, jeans wear, performance apparel, intimate apparel, underwear, outerwear, luggage products, swimwear, swim products, handbags, accessories, footwear, sleepwear, loungewear, hats, scarves, gloves, socks, watches and jewelry, eyeglasses and non-ophthalmic sunglasses, fragrance, bath products, cosmetics, furnishings, small leather goods, accessories, and other products. The company offers its products under its own brands, such as Tommy Hilfiger, Calvin Klein, Van Heusen, IZOD, ARROW, Warner's, Olga, Geoffrey Beene, and True&Co.; and licensed brands comprising Speedo, Kenneth Cole New York, Kenneth Cole Reaction, Unlisted, a Kenneth Cole Production, MICHAEL Michael Kors, Michael Kors Collection, DKNY, and Chaps, as well as various other licensed and private label brands. It also licenses its own brands over various products. The company distributes its products at wholesale in department, chain, and specialty stores, as well as through warehouse clubs, mass market, and off-price and independent retailers; and through company-operated full-price specialty and outlet stores, as well as through digital commerce sites. PVH Corp. was founded in 1881 and is based in New York, New York.",Consumer Cyclical,Apparel Manufacturing,2.453954,7.629,13.29%,1,-18.10%,-2.40%,-2.40%,,107.3,01-11-2020,0.07%,1.34%,19-03-2020,0.49%,100.77%,United States,21500,-66.60%,35.09,70.9M,6.4,1.63,-14.99%,71.1M,-15.99,107.3,115.75,878574976,54.02%,1015500032,0.04%,-14.99%,0.89,0.01%,106.68,1460000000,5409399808,7643599872,110.89,28.4,0.9980967,0.07%,,New York,United States,"[{'raw': 1617062400, 'fmt': '2021-03-30'}]",103.16,130,7643599872,7629051904,355516.2731,3057439.949
TNL,Travel   Leisure Co.,"Travel + Leisure Co. provides hospitality services and products in the United States and internationally. The company operates in two segments, Vacation Ownership; and Travel and Membership. The Vacation Ownership segment develops, markets, and sells vacation ownership interests (VOIs) to individual consumers; provides consumer financing in connection with the sale of VOIs; and provides property management services at resorts. The Travel and Membership segment operates various businesses, including three vacation exchange brands, a home exchange network, travel technology platforms, travel memberships, and direct-to-consumer rentals. As of December 31, 2020, it had approximately 247 vacation ownership resorts. The company also offers private-label travel booking technology solutions. The company was formerly known as Wyndham Destinations, Inc. and changed its name to Travel + Leisure Co. in February 2020. Travel + Leisure Co. was founded in 1990 and is headquartered in Orlando, Florida.",Consumer Cyclical,Travel Services,1.995666,5.328,17.31%,2.47,-34.30%,-5.94%,-2.40%,,62,31-12-2020,,,12-03-2021,,,United States,15500,-98.80%,50.88,85.01M,,,-11.81%,85.93M,,62,,551500032,43.38%,374000000,3.89%,-11.81%,3.26,0.70%,25.09,1224999936,6575000064,2160000000,63.99,13.74,2.4665465,,,Orlando,United States,,,,2160000000,5327740416,139354.8387,84024000
IBKR,"Interactive Brokers Group, Inc.","Interactive Brokers Group, Inc. operates as an automated electronic broker worldwide. It specializes in executing and clearing trades in stocks, options, futures, foreign exchange instruments, bonds, mutual funds, and exchange traded funds (ETFs). The company custodies and services accounts for hedge and mutual funds, ETFs, registered investment advisors, proprietary trading groups, introducing brokers, and individual investors. In addition, it offers custody, prime brokerage, securities, and margin lending services. The company serves institutional and individual customers through approximately 135 electronic exchanges and market centers. Interactive Brokers Group, Inc. was founded in 1977 and is headquartered in Greenwich, Connecticut.",Financial Services,Capital Markets,0.739436,32.876,360.66%,14.7,25.90%,93.41%,6.35%,,78.88,31-12-2020,0.51%,16.53%,26-02-2021,13.28%,74.62%,United States,2033,61.40%,,79.57M,2.56,4.9,8.72%,90.83M,1.61,78.88,112.29,,85.74%,8067999744,61.65%,8.72%,1.1,1.41%,27.98,54393999360,10108999680,2236999936,80.57,33.7,14.696681,0.51%,49.02,Greenwich,United States,"[{'raw': 1618790400, 'fmt': '2021-04-19'}, {'raw': 1619136000, 'fmt': '2021-04-23'}]",78.64,89,2236999936,32876474368,1100344.287,1379110461
